name,image,description,brand,category,price,countInStock,rating,numReviews
Samsung Galaxy S21 Ultra 5G,https://example.com/images/samsung_s21ultra.jpg,"The Samsung Galaxy S21 Ultra 5G is a powerful smartphone with a 6.8-inch AMOLED display and 5G connectivity. The phone features a quad camera setup with up to 100x zoom, and is powered by the Exynos 2100 or Snapdragon 888 processor depending on the region.",Local Brand,Electronics,99.99,5,4,0
Microsoft Surface Pro 8,https://example.com/images/surface_pro8.jpg,"The Microsoft Surface Pro 8 is a versatile tablet/laptop hybrid with a 13-inch PixelSense display and a range of connectivity options. The device is powered by the 11th Gen Intel Core processor, and supports the Surface Pen and other accessories.",Local Brand,Electronics,99.99,5,4,0
Sony PlayStation 5,https://example.com/images/ps5.jpg,"The Sony PlayStation 5 is a next-gen gaming console with lightning-fast load times and stunning graphics. The console features a custom AMD Zen 2 processor and RDNA 2 graphics, and supports a range of popular games and streaming services.",Local Brand,Electronics,99.99,5,4,0
Bose SoundLink Revolve Bluetooth Speaker,https://example.com/images/bose_speaker.jpg,The Bose SoundLink Revolve+ is a portable Bluetooth speaker with 360-degree sound and up to 16 hours of battery life. The speaker is water-resistant and features voice prompts for easy operation.,Local Brand,Electronics,99.99,5,4,0
Apple MacBook Pro 2021,https://example.com/images/macbook_pro.jpg,"The Apple MacBook Pro (2021) is a powerful laptop with the M1 Pro or M1 Max chip and up to 10-core CPU. The laptop features a stunning 16-inch Retina display with True Tone technology, and up to 32GB of unified memory for seamless multitasking.",Local Brand,Electronics,99.99,5,4,0
Canon EOS R6,https://example.com/images/canon_eosr6.jpg,"The Canon EOS R6 is a full-frame mirrorless camera with a 20.1MP CMOS sensor and 4K video. The camera features in-body image stabilization and dual pixel autofocus, and is compatible with a range of Canon RF lenses.",Local Brand,Electronics,99.99,5,4,0
LG Gram 17,https://example.com/images/lg_gram17.jpg,"The LG Gram 17 is an ultra-lightweight laptop with a 17-inch WQXGA display and up to 19.5 hours of battery life. The laptop features the 11th Gen Intel Core processor and Thunderbolt 4 connectivity, and weighs just 2.98 pounds.",Local Brand,Electronics,99.99,5,4,0
Fitbit Charge 5,https://example.com/images/fitbit_charge5.jpg,"The Fitbit Charge 5 is a fitness tracker with a range of health and wellness features, including EDA stress management and skin temperature tracking. The tracker is water-resistant and features up to 7 days of battery life.",Local Brand,Electronics,99.99,5,4,0
Samsung QN90A Neo QLED TV,https://example.com/images/samsung_qn90a.jpg,"The Samsung QN90A is a top-of-the-line Neo QLED TV with a 4K resolution and 120Hz refresh rate. The TV features quantum dot technology for vibrant colors, and is powered by the Quantum Processor 4K for seamless upscaling and optimization of content.",Local Brand,Electronics,99.99,5,4,0
Dell XPS 13 2022,https://example.com/images/dell_xps13.jpg,"The Dell XPS 13 (2022) is a slim and stylish laptop with the 11th Gen Intel Core processor and up to 32GB of RAM. The laptop features a 13.4-inch 4K display with Dolby Vision, and weighs just 2.64 pounds.",Local Brand,Electronics,99.99,5,4,0
Apple Watch Series 7,https://example.com/images/apple_watch7.jpg,"The Apple Watch Series 7 is a smartwatch with a range of health and fitness features, including blood oxygen and ECG monitoring. The watch features an always-on Retina display and up to 18 hours of battery life, and is compatible with a range of bands and accessories.",Local Brand,Electronics,99.99,5,4,0
Sony A7S III,https://example.com/images/sony_a7s3.jpg,"The Sony A7S III is a full-frame mirrorless camera with a 12.1MP sensor and 4K/120p video. The camera features advanced autofocus and image stabilization, and is compatible with a range of Sony E-mount lenses.",Local Brand,Electronics,99.99,5,4,0
Microsoft Xbox Series X,https://example.com/images/xbox_seriesx.jpg,"The Microsoft Xbox Series X is a next-gen gaming console with 4K gaming and up to 120fps. The console features a custom AMD Zen 2 processor and RDNA 2 graphics, and supports a range of popular games and streaming services.",Local Brand,Electronics,99.99,5,4,0
